"","localidades","periodos","cod_ibge","faixa","pop","genero","faixa_etaria"
"328","Campinas",2013,3509502,"populacao_masculina_de_30_a_34",50189,"M","30_a_34"
"329","Campinas",2014,3509502,"populacao_masculina_de_30_a_34",51160,"M","30_a_34"
"330","Campinas",2015,3509502,"populacao_masculina_de_30_a_34",52130,"M","30_a_34"
"331","Campinas",2016,3509502,"populacao_masculina_de_30_a_34",51978,"M","30_a_34"
"332","Campinas",2017,3509502,"populacao_masculina_de_30_a_34",51804,"M","30_a_34"
"333","Campinas",2018,3509502,"populacao_masculina_de_30_a_34",51607,"M","30_a_34"
"334","Campinas",2019,3509502,"populacao_masculina_de_30_a_34",51393,"M","30_a_34"
"335","Campinas",2020,3509502,"populacao_masculina_de_30_a_34",51155,"M","30_a_34"
"337","Campinas",1980,3509502,"populacao_masculina_de_35_a_39",20146,"M","35_a_39"
"338","Campinas",1981,3509502,"populacao_masculina_de_35_a_39",21064,"M","35_a_39"
"339","Campinas",1982,3509502,"populacao_masculina_de_35_a_39",22016,"M","35_a_39"
"340","Campinas",1983,3509502,"populacao_masculina_de_35_a_39",23001,"M","35_a_39"
"341","Campinas",1984,3509502,"populacao_masculina_de_35_a_39",24022,"M","35_a_39"
"342","Campinas",1985,3509502,"populacao_masculina_de_35_a_39",25078,"M","35_a_39"
"343","Campinas",1986,3509502,"populacao_masculina_de_35_a_39",26171,"M","35_a_39"
"344","Campinas",1987,3509502,"populacao_masculina_de_35_a_39",27301,"M","35_a_39"
"345","Campinas",1988,3509502,"populacao_masculina_de_35_a_39",28467,"M","35_a_39"
"346","Campinas",1989,3509502,"populacao_masculina_de_35_a_39",29672,"M","35_a_39"
"347","Campinas",1990,3509502,"populacao_masculina_de_35_a_39",30914,"M","35_a_39"
"348","Campinas",1991,3509502,"populacao_masculina_de_35_a_39",32196,"M","35_a_39"
"349","Campinas",1992,3509502,"populacao_masculina_de_35_a_39",32830,"M","35_a_39"
"350","Campinas",1993,3509502,"populacao_masculina_de_35_a_39",33442,"M","35_a_39"
"351","Campinas",1994,3509502,"populacao_masculina_de_35_a_39",34049,"M","35_a_39"
"352","Campinas",1995,3509502,"populacao_masculina_de_35_a_39",34648,"M","35_a_39"
"353","Campinas",1996,3509502,"populacao_masculina_de_35_a_39",35239,"M","35_a_39"
"354","Campinas",1997,3509502,"populacao_masculina_de_35_a_39",35836,"M","35_a_39"
"355","Campinas",1998,3509502,"populacao_masculina_de_35_a_39",36444,"M","35_a_39"
"356","Campinas",1999,3509502,"populacao_masculina_de_35_a_39",37045,"M","35_a_39"
"357","Campinas",2000,3509502,"populacao_masculina_de_35_a_39",37620,"M","35_a_39"
"358","Campinas",2001,3509502,"populacao_masculina_de_35_a_39",38049,"M","35_a_39"
"359","Campinas",2002,3509502,"populacao_masculina_de_35_a_39",38422,"M","35_a_39"
"360","Campinas",2003,3509502,"populacao_masculina_de_35_a_39",38762,"M","35_a_39"
"361","Campinas",2004,3509502,"populacao_masculina_de_35_a_39",39091,"M","35_a_39"
"362","Campinas",2005,3509502,"populacao_masculina_de_35_a_39",39412,"M","35_a_39"
"363","Campinas",2006,3509502,"populacao_masculina_de_35_a_39",39706,"M","35_a_39"
"364","Campinas",2007,3509502,"populacao_masculina_de_35_a_39",39978,"M","35_a_39"
"365","Campinas",2008,3509502,"populacao_masculina_de_35_a_39",40248,"M","35_a_39"
"366","Campinas",2009,3509502,"populacao_masculina_de_35_a_39",40512,"M","35_a_39"
"367","Campinas",2010,3509502,"populacao_masculina_de_35_a_39",40779,"M","35_a_39"
"368","Campinas",2011,3509502,"populacao_masculina_de_35_a_39",41973,"M","35_a_39"
"369","Campinas",2012,3509502,"populacao_masculina_de_35_a_39",43186,"M","35_a_39"
"370","Campinas",2013,3509502,"populacao_masculina_de_35_a_39",44416,"M","35_a_39"
"371","Campinas",2014,3509502,"populacao_masculina_de_35_a_39",45664,"M","35_a_39"
"372","Campinas",2015,3509502,"populacao_masculina_de_35_a_39",46929,"M","35_a_39"
"373","Campinas",2016,3509502,"populacao_masculina_de_35_a_39",47853,"M","35_a_39"
"374","Campinas",2017,3509502,"populacao_masculina_de_35_a_39",48774,"M","35_a_39"
"375","Campinas",2018,3509502,"populacao_masculina_de_35_a_39",49692,"M","35_a_39"
"376","Campinas",2019,3509502,"populacao_masculina_de_35_a_39",50606,"M","35_a_39"
"377","Campinas",2020,3509502,"populacao_masculina_de_35_a_39",51516,"M","35_a_39"
"379","Campinas",1980,3509502,"populacao_masculina_de_40_a_44",17757,"M","40_a_44"
"380","Campinas",1981,3509502,"populacao_masculina_de_40_a_44",18415,"M","40_a_44"
"381","Campinas",1982,3509502,"populacao_masculina_de_40_a_44",19090,"M","40_a_44"
"382","Campinas",1983,3509502,"populacao_masculina_de_40_a_44",19782,"M","40_a_44"
"383","Campinas",1984,3509502,"populacao_masculina_de_40_a_44",20491,"M","40_a_44"
"384","Campinas",1985,3509502,"populacao_masculina_de_40_a_44",21217,"M","40_a_44"
"385","Campinas",1986,3509502,"populacao_masculina_de_40_a_44",21961,"M","40_a_44"
"386","Campinas",1987,3509502,"populacao_masculina_de_40_a_44",22721,"M","40_a_44"
"387","Campinas",1988,3509502,"populacao_masculina_de_40_a_44",23498,"M","40_a_44"
"388","Campinas",1989,3509502,"populacao_masculina_de_40_a_44",24292,"M","40_a_44"
"389","Campinas",1990,3509502,"populacao_masculina_de_40_a_44",25104,"M","40_a_44"
"390","Campinas",1991,3509502,"populacao_masculina_de_40_a_44",25929,"M","40_a_44"
"391","Campinas",1992,3509502,"populacao_masculina_de_40_a_44",26780,"M","40_a_44"
"392","Campinas",1993,3509502,"populacao_masculina_de_40_a_44",27631,"M","40_a_44"
"393","Campinas",1994,3509502,"populacao_masculina_de_40_a_44",28493,"M","40_a_44"
"394","Campinas",1995,3509502,"populacao_masculina_de_40_a_44",29368,"M","40_a_44"
"395","Campinas",1996,3509502,"populacao_masculina_de_40_a_44",30253,"M","40_a_44"
"396","Campinas",1997,3509502,"populacao_masculina_de_40_a_44",31162,"M","40_a_44"
"397","Campinas",1998,3509502,"populacao_masculina_de_40_a_44",32098,"M","40_a_44"
"398","Campinas",1999,3509502,"populacao_masculina_de_40_a_44",33048,"M","40_a_44"
"399","Campinas",2000,3509502,"populacao_masculina_de_40_a_44",33992,"M","40_a_44"
"400","Campinas",2001,3509502,"populacao_masculina_de_40_a_44",34478,"M","40_a_44"
"401","Campinas",2002,3509502,"populacao_masculina_de_40_a_44",34917,"M","40_a_44"
"402","Campinas",2003,3509502,"populacao_masculina_de_40_a_44",35326,"M","40_a_44"
"403","Campinas",2004,3509502,"populacao_masculina_de_40_a_44",35730,"M","40_a_44"
"404","Campinas",2005,3509502,"populacao_masculina_de_40_a_44",36127,"M","40_a_44"
"405","Campinas",2006,3509502,"populacao_masculina_de_40_a_44",36502,"M","40_a_44"
"406","Campinas",2007,3509502,"populacao_masculina_de_40_a_44",36858,"M","40_a_44"
"407","Campinas",2008,3509502,"populacao_masculina_de_40_a_44",37214,"M","40_a_44"
"408","Campinas",2009,3509502,"populacao_masculina_de_40_a_44",37565,"M","40_a_44"
"409","Campinas",2010,3509502,"populacao_masculina_de_40_a_44",37924,"M","40_a_44"
"410","Campinas",2011,3509502,"populacao_masculina_de_40_a_44",38368,"M","40_a_44"
"411","Campinas",2012,3509502,"populacao_masculina_de_40_a_44",38802,"M","40_a_44"
"412","Campinas",2013,3509502,"populacao_masculina_de_40_a_44",39225,"M","40_a_44"
"413","Campinas",2014,3509502,"populacao_masculina_de_40_a_44",39638,"M","40_a_44"
"414","Campinas",2015,3509502,"populacao_masculina_de_40_a_44",40041,"M","40_a_44"
"415","Campinas",2016,3509502,"populacao_masculina_de_40_a_44",41211,"M","40_a_44"
"416","Campinas",2017,3509502,"populacao_masculina_de_40_a_44",42398,"M","40_a_44"
"417","Campinas",2018,3509502,"populacao_masculina_de_40_a_44",43600,"M","40_a_44"
"418","Campinas",2019,3509502,"populacao_masculina_de_40_a_44",44819,"M","40_a_44"
"419","Campinas",2020,3509502,"populacao_masculina_de_40_a_44",46052,"M","40_a_44"
"421","Campinas",1980,3509502,"populacao_masculina_de_45_a_49",14825,"M","45_a_49"
"422","Campinas",1981,3509502,"populacao_masculina_de_45_a_49",15240,"M","45_a_49"
"423","Campinas",1982,3509502,"populacao_masculina_de_45_a_49",15660,"M","45_a_49"
"424","Campinas",1983,3509502,"populacao_masculina_de_45_a_49",16086,"M","45_a_49"
"425","Campinas",1984,3509502,"populacao_masculina_de_45_a_49",16517,"M","45_a_49"
"426","Campinas",1985,3509502,"populacao_masculina_de_45_a_49",16953,"M","45_a_49"
"427","Campinas",1986,3509502,"populacao_masculina_de_45_a_49",17394,"M","45_a_49"
"428","Campinas",1987,3509502,"populacao_masculina_de_45_a_49",17839,"M","45_a_49"
"429","Campinas",1988,3509502,"populacao_masculina_de_45_a_49",18288,"M","45_a_49"
"430","Campinas",1989,3509502,"populacao_masculina_de_45_a_49",18741,"M","45_a_49"
"431","Campinas",1990,3509502,"populacao_masculina_de_45_a_49",19198,"M","45_a_49"
"432","Campinas",1991,3509502,"populacao_masculina_de_45_a_49",19658,"M","45_a_49"
"433","Campinas",1992,3509502,"populacao_masculina_de_45_a_49",20521,"M","45_a_49"
"434","Campinas",1993,3509502,"populacao_masculina_de_45_a_49",21402,"M","45_a_49"
"435","Campinas",1994,3509502,"populacao_masculina_de_45_a_49",22306,"M","45_a_49"
"436","Campinas",1995,3509502,"populacao_masculina_de_45_a_49",23238,"M","45_a_49"
"437","Campinas",1996,3509502,"populacao_masculina_de_45_a_49",24196,"M","45_a_49"
"438","Campinas",1997,3509502,"populacao_masculina_de_45_a_49",25192,"M","45_a_49"
"439","Campinas",1998,3509502,"populacao_masculina_de_45_a_49",26227,"M","45_a_49"
"440","Campinas",1999,3509502,"populacao_masculina_de_45_a_49",27293,"M","45_a_49"
"441","Campinas",2000,3509502,"populacao_masculina_de_45_a_49",28375,"M","45_a_49"
"442","Campinas",2001,3509502,"populacao_masculina_de_45_a_49",29038,"M","45_a_49"
"443","Campinas",2002,3509502,"populacao_masculina_de_45_a_49",29671,"M","45_a_49"
"444","Campinas",2003,3509502,"populacao_masculina_de_45_a_49",30288,"M","45_a_49"
"445","Campinas",2004,3509502,"populacao_masculina_de_45_a_49",30906,"M","45_a_49"
"446","Campinas",2005,3509502,"populacao_masculina_de_45_a_49",31530,"M","45_a_49"
"447","Campinas",2006,3509502,"populacao_masculina_de_45_a_49",32141,"M","45_a_49"
"448","Campinas",2007,3509502,"populacao_masculina_de_45_a_49",32744,"M","45_a_49"
"449","Campinas",2008,3509502,"populacao_masculina_de_45_a_49",33355,"M","45_a_49"
"450","Campinas",2009,3509502,"populacao_masculina_de_45_a_49",33971,"M","45_a_49"
"451","Campinas",2010,3509502,"populacao_masculina_de_45_a_49",34602,"M","45_a_49"
"452","Campinas",2011,3509502,"populacao_masculina_de_45_a_49",35095,"M","45_a_49"
"453","Campinas",2012,3509502,"populacao_masculina_de_45_a_49",35581,"M","45_a_49"
"454","Campinas",2013,3509502,"populacao_masculina_de_45_a_49",36060,"M","45_a_49"
"455","Campinas",2014,3509502,"populacao_masculina_de_45_a_49",36532,"M","45_a_49"
"456","Campinas",2015,3509502,"populacao_masculina_de_45_a_49",36996,"M","45_a_49"
"457","Campinas",2016,3509502,"populacao_masculina_de_45_a_49",37432,"M","45_a_49"
"458","Campinas",2017,3509502,"populacao_masculina_de_45_a_49",37858,"M","45_a_49"
"459","Campinas",2018,3509502,"populacao_masculina_de_45_a_49",38274,"M","45_a_49"
"460","Campinas",2019,3509502,"populacao_masculina_de_45_a_49",38677,"M","45_a_49"
"461","Campinas",2020,3509502,"populacao_masculina_de_45_a_49",39068,"M","45_a_49"
"463","Campinas",1980,3509502,"populacao_masculina_de_50_a_54",12374,"M","50_a_54"
"464","Campinas",1981,3509502,"populacao_masculina_de_50_a_54",12724,"M","50_a_54"
"465","Campinas",1982,3509502,"populacao_masculina_de_50_a_54",13079,"M","50_a_54"
"466","Campinas",1983,3509502,"populacao_masculina_de_50_a_54",13438,"M","50_a_54"
"467","Campinas",1984,3509502,"populacao_masculina_de_50_a_54",13802,"M","50_a_54"
"468","Campinas",1985,3509502,"populacao_masculina_de_50_a_54",14170,"M","50_a_54"
"469","Campinas",1986,3509502,"populacao_masculina_de_50_a_54",14542,"M","50_a_54"
"470","Campinas",1987,3509502,"populacao_masculina_de_50_a_54",14919,"M","50_a_54"
"471","Campinas",1988,3509502,"populacao_masculina_de_50_a_54",15299,"M","50_a_54"
"472","Campinas",1989,3509502,"populacao_masculina_de_50_a_54",15682,"M","50_a_54"
"473","Campinas",1990,3509502,"populacao_masculina_de_50_a_54",16068,"M","50_a_54"
"474","Campinas",1991,3509502,"populacao_masculina_de_50_a_54",16457,"M","50_a_54"
"475","Campinas",1992,3509502,"populacao_masculina_de_50_a_54",17080,"M","50_a_54"
"476","Campinas",1993,3509502,"populacao_masculina_de_50_a_54",17708,"M","50_a_54"
"477","Campinas",1994,3509502,"populacao_masculina_de_50_a_54",18350,"M","50_a_54"
"478","Campinas",1995,3509502,"populacao_masculina_de_50_a_54",19006,"M","50_a_54"
"479","Campinas",1996,3509502,"populacao_masculina_de_50_a_54",19674,"M","50_a_54"
"480","Campinas",1997,3509502,"populacao_masculina_de_50_a_54",20364,"M","50_a_54"
"481","Campinas",1998,3509502,"populacao_masculina_de_50_a_54",21077,"M","50_a_54"
"482","Campinas",1999,3509502,"populacao_masculina_de_50_a_54",21806,"M","50_a_54"
"483","Campinas",2000,3509502,"populacao_masculina_de_50_a_54",22539,"M","50_a_54"
"484","Campinas",2001,3509502,"populacao_masculina_de_50_a_54",23369,"M","50_a_54"
"485","Campinas",2002,3509502,"populacao_masculina_de_50_a_54",24193,"M","50_a_54"
"486","Campinas",2003,3509502,"populacao_masculina_de_50_a_54",25021,"M","50_a_54"
"487","Campinas",2004,3509502,"populacao_masculina_de_50_a_54",25869,"M","50_a_54"
"488","Campinas",2005,3509502,"populacao_masculina_de_50_a_54",26738,"M","50_a_54"
"489","Campinas",2006,3509502,"populacao_masculina_de_50_a_54",27616,"M","50_a_54"
"490","Campinas",2007,3509502,"populacao_masculina_de_50_a_54",28505,"M","50_a_54"
"491","Campinas",2008,3509502,"populacao_masculina_de_50_a_54",29419,"M","50_a_54"
"492","Campinas",2009,3509502,"populacao_masculina_de_50_a_54",30358,"M","50_a_54"
"493","Campinas",2010,3509502,"populacao_masculina_de_50_a_54",31328,"M","50_a_54"
"494","Campinas",2011,3509502,"populacao_masculina_de_50_a_54",31751,"M","50_a_54"
"495","Campinas",2012,3509502,"populacao_masculina_de_50_a_54",32166,"M","50_a_54"
"496","Campinas",2013,3509502,"populacao_masculina_de_50_a_54",32575,"M","50_a_54"
"497","Campinas",2014,3509502,"populacao_masculina_de_50_a_54",32976,"M","50_a_54"
"498","Campinas",2015,3509502,"populacao_masculina_de_50_a_54",33370,"M","50_a_54"
"499","Campinas",2016,3509502,"populacao_masculina_de_50_a_54",33857,"M","50_a_54"
"500","Campinas",2017,3509502,"populacao_masculina_de_50_a_54",34337,"M","50_a_54"
"501","Campinas",2018,3509502,"populacao_masculina_de_50_a_54",34808,"M","50_a_54"
"502","Campinas",2019,3509502,"populacao_masculina_de_50_a_54",35272,"M","50_a_54"
"503","Campinas",2020,3509502,"populacao_masculina_de_50_a_54",35728,"M","50_a_54"
"505","Campinas",1980,3509502,"populacao_masculina_de_55_a_59",9812,"M","55_a_59"
"506","Campinas",1981,3509502,"populacao_masculina_de_55_a_59",10100,"M","55_a_59"
"507","Campinas",1982,3509502,"populacao_masculina_de_55_a_59",10393,"M","55_a_59"
"508","Campinas",1983,3509502,"populacao_masculina_de_55_a_59",10689,"M","55_a_59"
"509","Campinas",1984,3509502,"populacao_masculina_de_55_a_59",10990,"M","55_a_59"
"510","Campinas",1985,3509502,"populacao_masculina_de_55_a_59",11296,"M","55_a_59"
"511","Campinas",1986,3509502,"populacao_masculina_de_55_a_59",11605,"M","55_a_59"
"512","Campinas",1987,3509502,"populacao_masculina_de_55_a_59",11917,"M","55_a_59"
"513","Campinas",1988,3509502,"populacao_masculina_de_55_a_59",12234,"M","55_a_59"
"514","Campinas",1989,3509502,"populacao_masculina_de_55_a_59",12553,"M","55_a_59"
"515","Campinas",1990,3509502,"populacao_masculina_de_55_a_59",12876,"M","55_a_59"
"516","Campinas",1991,3509502,"populacao_masculina_de_55_a_59",13202,"M","55_a_59"
"517","Campinas",1992,3509502,"populacao_masculina_de_55_a_59",13568,"M","55_a_59"
"518","Campinas",1993,3509502,"populacao_masculina_de_55_a_59",13929,"M","55_a_59"
"519","Campinas",1994,3509502,"populacao_masculina_de_55_a_59",14292,"M","55_a_59"
"520","Campinas",1995,3509502,"populacao_masculina_de_55_a_59",14657,"M","55_a_59"
"521","Campinas",1996,3509502,"populacao_masculina_de_55_a_59",15024,"M","55_a_59"
"522","Campinas",1997,3509502,"populacao_masculina_de_55_a_59",15399,"M","55_a_59"
"523","Campinas",1998,3509502,"populacao_masculina_de_55_a_59",15783,"M","55_a_59"
"524","Campinas",1999,3509502,"populacao_masculina_de_55_a_59",16169,"M","55_a_59"
"525","Campinas",2000,3509502,"populacao_masculina_de_55_a_59",16548,"M","55_a_59"
"526","Campinas",2001,3509502,"populacao_masculina_de_55_a_59",17320,"M","55_a_59"
"527","Campinas",2002,3509502,"populacao_masculina_de_55_a_59",18100,"M","55_a_59"
"528","Campinas",2003,3509502,"populacao_masculina_de_55_a_59",18897,"M","55_a_59"
"529","Campinas",2004,3509502,"populacao_masculina_de_55_a_59",19723,"M","55_a_59"
"530","Campinas",2005,3509502,"populacao_masculina_de_55_a_59",20578,"M","55_a_59"
"531","Campinas",2006,3509502,"populacao_masculina_de_55_a_59",21455,"M","55_a_59"
"532","Campinas",2007,3509502,"populacao_masculina_de_55_a_59",22355,"M","55_a_59"
"533","Campinas",2008,3509502,"populacao_masculina_de_55_a_59",23291,"M","55_a_59"
"534","Campinas",2009,3509502,"populacao_masculina_de_55_a_59",24262,"M","55_a_59"
"535","Campinas",2010,3509502,"populacao_masculina_de_55_a_59",25274,"M","55_a_59"
"536","Campinas",2011,3509502,"populacao_masculina_de_55_a_59",26146,"M","55_a_59"
"537","Campinas",2012,3509502,"populacao_masculina_de_55_a_59",27037,"M","55_a_59"
"538","Campinas",2013,3509502,"populacao_masculina_de_55_a_59",27949,"M","55_a_59"
"539","Campinas",2014,3509502,"populacao_masculina_de_55_a_59",28879,"M","55_a_59"
"540","Campinas",2015,3509502,"populacao_masculina_de_55_a_59",29830,"M","55_a_59"
"541","Campinas",2016,3509502,"populacao_masculina_de_55_a_59",30247,"M","55_a_59"
"542","Campinas",2017,3509502,"populacao_masculina_de_55_a_59",30658,"M","55_a_59"
"543","Campinas",2018,3509502,"populacao_masculina_de_55_a_59",31062,"M","55_a_59"
"544","Campinas",2019,3509502,"populacao_masculina_de_55_a_59",31457,"M","55_a_59"
"545","Campinas",2020,3509502,"populacao_masculina_de_55_a_59",31844,"M","55_a_59"
"547","Campinas",1980,3509502,"populacao_masculina_de_60_a_64",6999,"M","60_a_64"
"548","Campinas",1981,3509502,"populacao_masculina_de_60_a_64",7301,"M","60_a_64"
"549","Campinas",1982,3509502,"populacao_masculina_de_60_a_64",7614,"M","60_a_64"
"550","Campinas",1983,3509502,"populacao_masculina_de_60_a_64",7937,"M","60_a_64"
"551","Campinas",1984,3509502,"populacao_masculina_de_60_a_64",8270,"M","60_a_64"
"552","Campinas",1985,3509502,"populacao_masculina_de_60_a_64",8615,"M","60_a_64"
"553","Campinas",1986,3509502,"populacao_masculina_de_60_a_64",8970,"M","60_a_64"
"554","Campinas",1987,3509502,"populacao_masculina_de_60_a_64",9336,"M","60_a_64"
"555","Campinas",1988,3509502,"populacao_masculina_de_60_a_64",9712,"M","60_a_64"
"556","Campinas",1989,3509502,"populacao_masculina_de_60_a_64",10100,"M","60_a_64"
"557","Campinas",1990,3509502,"populacao_masculina_de_60_a_64",10500,"M","60_a_64"
"558","Campinas",1991,3509502,"populacao_masculina_de_60_a_64",10911,"M","60_a_64"
"559","Campinas",1992,3509502,"populacao_masculina_de_60_a_64",11198,"M","60_a_64"
"560","Campinas",1993,3509502,"populacao_masculina_de_60_a_64",11481,"M","60_a_64"
"561","Campinas",1994,3509502,"populacao_masculina_de_60_a_64",11764,"M","60_a_64"
"562","Campinas",1995,3509502,"populacao_masculina_de_60_a_64",12048,"M","60_a_64"
"563","Campinas",1996,3509502,"populacao_masculina_de_60_a_64",12333,"M","60_a_64"
"564","Campinas",1997,3509502,"populacao_masculina_de_60_a_64",12623,"M","60_a_64"
"565","Campinas",1998,3509502,"populacao_masculina_de_60_a_64",12920,"M","60_a_64"
"566","Campinas",1999,3509502,"populacao_masculina_de_60_a_64",13218,"M","60_a_64"
"567","Campinas",2000,3509502,"populacao_masculina_de_60_a_64",13510,"M","60_a_64"
"568","Campinas",2001,3509502,"populacao_masculina_de_60_a_64",14028,"M","60_a_64"
"569","Campinas",2002,3509502,"populacao_masculina_de_60_a_64",14542,"M","60_a_64"
"570","Campinas",2003,3509502,"populacao_masculina_de_60_a_64",15060,"M","60_a_64"
"571","Campinas",2004,3509502,"populacao_masculina_de_60_a_64",15593,"M","60_a_64"
"572","Campinas",2005,3509502,"populacao_masculina_de_60_a_64",16139,"M","60_a_64"
"573","Campinas",2006,3509502,"populacao_masculina_de_60_a_64",16692,"M","60_a_64"
"574","Campinas",2007,3509502,"populacao_masculina_de_60_a_64",17253,"M","60_a_64"
"575","Campinas",2008,3509502,"populacao_masculina_de_60_a_64",17832,"M","60_a_64"
"576","Campinas",2009,3509502,"populacao_masculina_de_60_a_64",18427,"M","60_a_64"
"577","Campinas",2010,3509502,"populacao_masculina_de_60_a_64",19043,"M","60_a_64"
"578","Campinas",2011,3509502,"populacao_masculina_de_60_a_64",19879,"M","60_a_64"
"579","Campinas",2012,3509502,"populacao_masculina_de_60_a_64",20745,"M","60_a_64"
"580","Campinas",2013,3509502,"populacao_masculina_de_60_a_64",21640,"M","60_a_64"
"581","Campinas",2014,3509502,"populacao_masculina_de_60_a_64",22564,"M","60_a_64"
"582","Campinas",2015,3509502,"populacao_masculina_de_60_a_64",23520,"M","60_a_64"
"583","Campinas",2016,3509502,"populacao_masculina_de_60_a_64",24351,"M","60_a_64"
"584","Campinas",2017,3509502,"populacao_masculina_de_60_a_64",25202,"M","60_a_64"
"585","Campinas",2018,3509502,"populacao_masculina_de_60_a_64",26071,"M","60_a_64"
"586","Campinas",2019,3509502,"populacao_masculina_de_60_a_64",26959,"M","60_a_64"
"587","Campinas",2020,3509502,"populacao_masculina_de_60_a_64",27866,"M","60_a_64"
"589","Campinas",1980,3509502,"populacao_masculina_de_65_a_69",5077,"M","65_a_69"
"590","Campinas",1981,3509502,"populacao_masculina_de_65_a_69",5276,"M","65_a_69"
"591","Campinas",1982,3509502,"populacao_masculina_de_65_a_69",5481,"M","65_a_69"
"592","Campinas",1983,3509502,"populacao_masculina_de_65_a_69",5693,"M","65_a_69"
"593","Campinas",1984,3509502,"populacao_masculina_de_65_a_69",5910,"M","65_a_69"
"594","Campinas",1985,3509502,"populacao_masculina_de_65_a_69",6132,"M","65_a_69"
"595","Campinas",1986,3509502,"populacao_masculina_de_65_a_69",6361,"M","65_a_69"
"596","Campinas",1987,3509502,"populacao_masculina_de_65_a_69",6596,"M","65_a_69"
"597","Campinas",1988,3509502,"populacao_masculina_de_65_a_69",6837,"M","65_a_69"
"598","Campinas",1989,3509502,"populacao_masculina_de_65_a_69",7084,"M","65_a_69"
"599","Campinas",1990,3509502,"populacao_masculina_de_65_a_69",7336,"M","65_a_69"
"600","Campinas",1991,3509502,"populacao_masculina_de_65_a_69",7594,"M","65_a_69"
"601","Campinas",1992,3509502,"populacao_masculina_de_65_a_69",7865,"M","65_a_69"
"602","Campinas",1993,3509502,"populacao_masculina_de_65_a_69",8139,"M","65_a_69"
"603","Campinas",1994,3509502,"populacao_masculina_de_65_a_69",8416,"M","65_a_69"
"604","Campinas",1995,3509502,"populacao_masculina_de_65_a_69",8698,"M","65_a_69"
"605","Campinas",1996,3509502,"populacao_masculina_de_65_a_69",8986,"M","65_a_69"
"606","Campinas",1997,3509502,"populacao_masculina_de_65_a_69",9282,"M","65_a_69"
"607","Campinas",1998,3509502,"populacao_masculina_de_65_a_69",9588,"M","65_a_69"
"608","Campinas",1999,3509502,"populacao_masculina_de_65_a_69",9900,"M","65_a_69"
"609","Campinas",2000,3509502,"populacao_masculina_de_65_a_69",10211,"M","65_a_69"
"610","Campinas",2001,3509502,"populacao_masculina_de_65_a_69",10554,"M","65_a_69"
"611","Campinas",2002,3509502,"populacao_masculina_de_65_a_69",10892,"M","65_a_69"
"612","Campinas",2003,3509502,"populacao_masculina_de_65_a_69",11230,"M","65_a_69"
"613","Campinas",2004,3509502,"populacao_masculina_de_65_a_69",11574,"M","65_a_69"
"614","Campinas",2005,3509502,"populacao_masculina_de_65_a_69",11926,"M","65_a_69"
"615","Campinas",2006,3509502,"populacao_masculina_de_65_a_69",12278,"M","65_a_69"
"616","Campinas",2007,3509502,"populacao_masculina_de_65_a_69",12633,"M","65_a_69"
"617","Campinas",2008,3509502,"populacao_masculina_de_65_a_69",12998,"M","65_a_69"
"618","Campinas",2009,3509502,"populacao_masculina_de_65_a_69",13370,"M","65_a_69"
"619","Campinas",2010,3509502,"populacao_masculina_de_65_a_69",13755,"M","65_a_69"
"620","Campinas",2011,3509502,"populacao_masculina_de_65_a_69",14387,"M","65_a_69"
"621","Campinas",2012,3509502,"populacao_masculina_de_65_a_69",15043,"M","65_a_69"
"622","Campinas",2013,3509502,"populacao_masculina_de_65_a_69",15722,"M","65_a_69"
"623","Campinas",2014,3509502,"populacao_masculina_de_65_a_69",16427,"M","65_a_69"
"624","Campinas",2015,3509502,"populacao_masculina_de_65_a_69",17155,"M","65_a_69"
"625","Campinas",2016,3509502,"populacao_masculina_de_65_a_69",17930,"M","65_a_69"
"626","Campinas",2017,3509502,"populacao_masculina_de_65_a_69",18731,"M","65_a_69"
"627","Campinas",2018,3509502,"populacao_masculina_de_65_a_69",19561,"M","65_a_69"
"628","Campinas",2019,3509502,"populacao_masculina_de_65_a_69",20419,"M","65_a_69"
"629","Campinas",2020,3509502,"populacao_masculina_de_65_a_69",21306,"M","65_a_69"
"631","Campinas",1980,3509502,"populacao_masculina_de_70_a_74",3425,"M","70_a_74"
"632","Campinas",1981,3509502,"populacao_masculina_de_70_a_74",3544,"M","70_a_74"
"633","Campinas",1982,3509502,"populacao_masculina_de_70_a_74",3666,"M","70_a_74"
"634","Campinas",1983,3509502,"populacao_masculina_de_70_a_74",3791,"M","70_a_74"
"635","Campinas",1984,3509502,"populacao_masculina_de_70_a_74",3919,"M","70_a_74"
"636","Campinas",1985,3509502,"populacao_masculina_de_70_a_74",4049,"M","70_a_74"
"637","Campinas",1986,3509502,"populacao_masculina_de_70_a_74",4182,"M","70_a_74"
"638","Campinas",1987,3509502,"populacao_masculina_de_70_a_74",4317,"M","70_a_74"
"639","Campinas",1988,3509502,"populacao_masculina_de_70_a_74",4455,"M","70_a_74"
"640","Campinas",1989,3509502,"populacao_masculina_de_70_a_74",4597,"M","70_a_74"
"641","Campinas",1990,3509502,"populacao_masculina_de_70_a_74",4740,"M","70_a_74"
"642","Campinas",1991,3509502,"populacao_masculina_de_70_a_74",4886,"M","70_a_74"
"643","Campinas",1992,3509502,"populacao_masculina_de_70_a_74",5134,"M","70_a_74"
"644","Campinas",1993,3509502,"populacao_masculina_de_70_a_74",5390,"M","70_a_74"
"645","Campinas",1994,3509502,"populacao_masculina_de_70_a_74",5655,"M","70_a_74"
