Cód. IBGE;Ano;Nascidos vivos
3543105;2010;67
3543204;2010;35
3543238;2010;21
3543253;2010;102
3543303;2010;1.435
3543402;2010;8.162
3543501;2010;88
3543600;2010;28
3543709;2010;137
3543808;2010;114
3543907;2010;2.323
3544004;2010;392
3544103;2010;627
3544202;2010;146
3544251;2010;250
3544301;2010;130
3544400;2010;31
3544509;2010;29
3544608;2010;76
3544707;2010;27
3544806;2010;79
3544905;2010;120
3545001;2010;237
3545100;2010;53
3545159;2010;66
3545209;2010;1.411
3545308;2010;600
3545407;2010;131
3545506;2010;66
3545605;2010;160
3545704;2010;50
3545803;2010;2.236
3546009;2010;189
3546108;2010;22
3546207;2010;32
3546256;2010;25
3546306;2010;424
3546405;2010;606
3546504;2010;72
3546603;2010;312
3546702;2010;313
3546801;2010;757
3546900;2010;133
3547007;2010;77
3547106;2010;33
3547205;2010;12
3547304;2010;1.780
3547403;2010;17
3547502;2010;297
3547601;2010;289
3547650;2010;13
3547700;2010;252
3547809;2010;9.255
3547908;2010;64
3548005;2010;278
3548054;2010;119
3548104;2010;65
3548203;2010;90
3548302;2010;28
3548401;2010;59
3548500;2010;4.884
3548609;2010;130
3548708;2010;11.086
3548807;2010;1.694
3548906;2010;2.820
3549003;2010;27
3549102;2010;934
3549201;2010;24
3549250;2010;21
3549300;2010;15
3549409;2010;619
3549508;2010;118
3549607;2010;53
3549706;2010;644
3549805;2010;5.197
3549904;2010;9.606
3549953;2010;200
3550001;2010;134
3550100;2010;520
3550209;2010;452
3550308;2010;173.844
3550407;2010;382
3550506;2010;90
3550605;2010;1.006
3550704;2010;1.234
3550803;2010;140
3550902;2010;169
3551009;2010;5.038
3551108;2010;124
3551207;2010;51
3551306;2010;29
3551405;2010;123
3551504;2010;620
3551603;2010;286
3551702;2010;1.600
3551801;2010;204
3551900;2010;212
3552007;2010;66
3552106;2010;433
3552205;2010;8.315
3552304;2010;109
3552403;2010;3.709
3552502;2010;4.203
3552551;2010;55
3552601;2010;115
3552700;2010;180
3552809;2010;4.531
3552908;2010;65
3553005;2010;190
3553104;2010;61
3553203;2010;43
3553302;2010;306
3553401;2010;284
3553500;2010;111
3553609;2010;143
3553658;2010;35
3553708;2010;646
3553807;2010;337
3553856;2010;74
3553906;2010;93
3553955;2010;204
3554003;2010;1.633
3554102;2010;3.849
3554201;2010;71
3554300;2010;294
3554409;2010;97
3554508;2010;493
3554607;2010;24
3554656;2010;20
3554706;2010;101
3554755;2010;20
3554805;2010;542
3554904;2010;72
3554953;2010;65
3555000;2010;662
3555109;2010;124
3555208;2010;17
3555307;2010;12
3555356;2010;79
3555406;2010;1.112
3555505;2010;74
3555604;2010;96
3555703;2010;23
3555802;2010;83
3555901;2010;17
3556008;2010;159
3556107;2010;143
3556206;2010;1.306
3556305;2010;300
3556354;2010;88
3556404;2010;543
3556453;2010;798
3556503;2010;1.757
3556602;2010;116
3556701;2010;900
3556800;2010;228
3556909;2010;79
3556958;2010;19
3557006;2010;1.636
3557105;2010;979
3557154;2010;25
3557204;2010;189
3557303;2010;130
3500000;2009;52
3500105;2009;344
3500204;2009;36
3500303;2009;458
3500402;2009;92
3500501;2009;233
3500550;2009;60
3500600;2009;40
3500709;2009;482
3500758;2009;64
3500808;2009;31
3500907;2009;49
3501004;2009;180
3501103;2009;54
3501152;2009;284
3501202;2009;25
3501301;2009;297
3501400;2009;53
3501509;2009;54
3501608;2009;2.516
3501707;2009;544
3501806;2009;59
3501905;2009;769
3502002;2009;55
3502101;2009;662
3502200;2009;351
3502309;2009;72
3502408;2009;42
3502507;2009;515
3502606;2009;40
3502705;2009;359
3502754;2009;273
3502804;2009;2.069
3502903;2009;367
3503000;2009;53
3503109;2009;86
3503158;2009;31
3503208;2009;2.518
3503307;2009;1.532
3503356;2009;17
3503406;2009;89
3503505;2009;56
3503604;2009;153
3503703;2009;111
3503802;2009;633
3503901;2009;1.241
3503950;2009;23
3504008;2009;1.248
3504107;2009;1.898
3504206;2009;141
3504305;2009;70
3504404;2009;154
3504503;2009;1.175
3504602;2009;168
3504701;2009;12
3504800;2009;93
3504909;2009;136
3505005;2009;62
3505104;2009;86
3505203;2009;384
3505302;2009;393
3505351;2009;78
3505401;2009;118
3505500;2009;1.538
3505609;2009;482
3505708;2009;5.319
3505807;2009;291
3505906;2009;732
3506003;2009;4.274
3506102;2009;903
3506201;2009;26
3506300;2009;131
3506359;2009;851
3506409;2009;57
3506508;2009;1.365
3506607;2009;388
3506706;2009;213
3506805;2009;126
3506904;2009;128
3507001;2009;711
3507100;2009;298
3507159;2009;65
3507209;2009;10
3507308;2009;64
3507407;2009;170
3507456;2009;18
3507506;2009;1.696
3507605;2009;2.037
3507704;2009;88
3507753;2009;27
3507803;2009;237
3507902;2009;275
3508009;2009;355
3508108;2009;220
3508207;2009;51
3508306;2009;43
3508405;2009;736
3508504;2009;1.241
3508603;2009;385
3508702;2009;212
3508801;2009;219
3508900;2009;49
3509007;2009;1.325
3509106;2009;61
3509205;2009;1.149
3509254;2009;492
3509304;2009;104
3509403;2009;342
3509452;2009;82
3509502;2009;14.876
3509601;2009;1.101
3509700;2009;771
3509809;2009;66
3509908;2009;180
3509957;2009;70
3510005;2009;378
3510104;2009;28
3510153;2009;50
3510203;2009;683
3510302;2009;231
3510401;2009;711
3510500;2009;1.567
3510609;2009;6.512
3510708;2009;129
3510807;2009;347
3510906;2009;23
3511003;2009;256
3511102;2009;1.417
3511201;2009;96
3511300;2009;70
3511409;2009;249
3511508;2009;507
3511607;2009;235
3511706;2009;197
3511904;2009;121
3512001;2009;202
3512100;2009;106
3512209;2009;418
3512308;2009;246
3512407;2009;286
3512506;2009;45
3512605;2009;75
3512704;2009;46
3512803;2009;856
3512902;2009;55
3513009;2009;3.441
3513108;2009;367
3513207;2009;88
3513306;2009;36
3513405;2009;1.058
3513504;2009;1.857
3513603;2009;245
3513702;2009;360
3513801;2009;6.632
3513850;2009;17
3513900;2009;131
3514007;2009;135
3514106;2009;368
3514205;2009;19
3514304;2009;103
3514403;2009;462
3514502;2009;125
3514601;2009;83
3514700;2009;77
3514809;2009;247
3514908;2009;214
3514924;2009;34
3514957;2009;30
3515004;2009;4.428
3515103;2009;890
3515129;2009;37
3515152;2009;260
3515186;2009;553
3515194;2009;67
3515202;2009;112
3515301;2009;43
3515350;2009;136
3515400;2009;182
3515509;2009;650
3515608;2009;58
3515657;2009;12
3515707;2009;2.699
3515806;2009;8
3515905;2009;12
3516002;2009;128
3516101;2009;36
3516200;2009;4.548
3516309;2009;2.690
3516408;2009;2.089
3516507;2009;28
3516606;2009;83
3516705;2009;577
3516804;2009;59
3516853;2009;56
3516903;2009;118
3517000;2009;115
3517109;2009;58
3517208;2009;141
3517307;2009;79
3517406;2009;487
3517505;2009;202
3517604;2009;287
3517703;2009;301
3517802;2009;91
3517901;2009;147
3518008;2009;28
3518107;2009;90
3518206;2009;390
3518305;2009;392
3518404;2009;1.438
3518503;2009;143
3518602;2009;575
3518701;2009;4.684
3518800;2009;20.663
3518859;2009;97
3518909;2009;67
3519006;2009;102
3519055;2009;175
3519071;2009;2.655
3519105;2009;107
3519204;2009;74
3519253;2009;82
3519303;2009;514
3519402;2009;126
3519501;2009;103
3519600;2009;667
3519709;2009;978
3519808;2009;122
3519907;2009;105
3520004;2009;336
3520103;2009;352
3520202;2009;105
3520301;2009;417
3520400;2009;443
3520426;2009;108
3520442;2009;292
3520509;2009;2.744
3520608;2009;55
3520707;2009;36
3520806;2009;48
3520905;2009;194
3521002;2009;353
3521101;2009;98
3521150;2009;55
3521200;2009;55
3521309;2009;185
3521408;2009;260
3521507;2009;89
3521606;2009;69
3521705;2009;235
3521804;2009;338
3521903;2009;155
3522000;2009;36
3522109;2009;1.275
3522158;2009;37
3522208;2009;2.743
3522307;2009;2.053
3522406;2009;1.368
3522505;2009;3.717
3522604;2009;778
3522653;2009;44
3522703;2009;431
3522802;2009;220
3522901;2009;153
3523008;2009;61
3523107;2009;5.381
3523206;2009;684
3523305;2009;171
3523404;2009;1.261
3523503;2009;281
3523602;2009;154
3523701;2009;82
3523800;2009;85
3523909;2009;2.260
3524006;2009;729
3524105;2009;474
3524204;2009;103
3524303;2009;855
3524402;2009;3.059
3524501;2009;59
3524600;2009;230
3524709;2009;644
3524808;2009;505
3524907;2009;64
3525003;2009;1.683
3525102;2009;537
3525201;2009;305
3525300;2009;1.668
3525409;2009;58
3525508;2009;142
3525607;2009;70
3525706;2009;405
3525805;2009;74
3525854;2009;24
3525904;2009;5.168
3526001;2009;222
3526100;2009;308
3526209;2009;421
3526308;2009;55
3526407;2009;323
3526506;2009;68
3526605;2009;98
3526704;2009;1.230
3526803;2009;867
3526902;2009;3.522
3527009;2009;75
3527108;2009;922
3527207;2009;1.234
3527256;2009;20
3527306;2009;592
3527405;2009;205
3527504;2009;41
3527603;2009;156
3527702;2009;70
3527801;2009;63
3527900;2009;34
3528007;2009;211
3528106;2009;80
3528205;2009;36
3528304;2009;33
3528403;2009;689
3528502;2009;1.091
3528601;2009;112
3528700;2009;47
3528809;2009;157
3528858;2009;30
3528908;2009;41
3529005;2009;2.749
3529104;2009;18
3529203;2009;292
3529302;2009;947
3529401;2009;5.806
3529500;2009;45
3529609;2009;31
3529658;2009;25
3529708;2009;305
3529807;2009;172
3529906;2009;351
3530003;2009;24
3530102;2009;304
3530201;2009;177
3530300;2009;661
3530409;2009;50
3530508;2009;825
3530607;2009;5.980
3530706;2009;1.779
3530805;2009;1.044
3530904;2009;59
3531001;2009;18
3531100;2009;658
3531209;2009;73
3531308;2009;499
3531407;2009;241
3531506;2009;224
3531605;2009;36
3531704;2009;54
3531803;2009;771
3531902;2009;457
3532009;2009;167
3532058;2009;50
3532108;2009;37
3532157;2009;38
3532207;2009;74
3532306;2009;82
3532405;2009;173
3532504;2009;72
3532603;2009;126
3532702;2009;58
3532801;2009;78
3532827;2009;122
3532843;2009;19
3532868;2009;12
3532900;2009;171
3533007;2009;295
3533106;2009;22
3533205;2009;34
3533254;2009;70
3533304;2009;42
3533403;2009;654
3533502;2009;480
3533601;2009;84
3533700;2009;64
3533809;2009;23
3533908;2009;606
3534005;2009;60
3534104;2009;71
3534203;2009;59
3534302;2009;471
3534401;2009;10.543
3534500;2009;26
3534609;2009;317
3534708;2009;1.509
3534757;2009;114
3534807;2009;120
3534906;2009;101
3535002;2009;123
3535101;2009;152
3535200;2009;104
3535309;2009;242
3535408;2009;225
3535507;2009;559
3535606;2009;216
3535705;2009;71
3535804;2009;232
3535903;2009;40
3536000;2009;93
3536109;2009;98
3536208;2009;295
3536257;2009;28
3536307;2009;216
3536406;2009;90
3536505;2009;1.236
3536570;2009;19
3536604;2009;118
3536703;2009;567
3536802;2009;72
3536901;2009;24
3537008;2009;246
3537107;2009;485
3537156;2009;23
3537206;2009;149
3537305;2009;779
3537404;2009;311
3537503;2009;101
3537602;2009;1.072
3537701;2009;77
3537800;2009;653
3537909;2009;388
3538006;2009;2.018
3538105;2009;173
3538204;2009;140
3538303;2009;38
3538501;2009;177
3538600;2009;334
3538709;2009;4.866
3538808;2009;335
3538907;2009;244
3539004;2009;98
3539103;2009;223
3539202;2009;288
3539301;2009;876
3539400;2009;138
3539509;2009;548
3539608;2009;60
3539707;2009;51
3539806;2009;1.828
3539905;2009;80
3540002;2009;238
3540101;2009;36
3540200;2009;706
3540259;2009;56
3540309;2009;32
3540408;2009;63
3540507;2009;68
3540606;2009;637
3540705;2009;669
3540754;2009;247
3540804;2009;227
3540853;2009;15
3540903;2009;251
3541000;2009;3.852
3541059;2009;72
3541109;2009;63
3541208;2009;100
3541307;2009;612
3541406;2009;2.644
3541505;2009;416
3541604;2009;486
3541653;2009;45
3541703;2009;204
3541802;2009;38
3541901;2009;147
3542008;2009;71
3542107;2009;117
3542206;2009;377
3542305;2009;50
3542404;2009;216
3542503;2009;62
3542602;2009;863
3542701;2009;118
3542800;2009;53
3542909;2009;182
3543006;2009;279
3543105;2009;67
3543204;2009;59
3543238;2009;21
3543253;2009;114
3543303;2009;1.505
3543402;2009;7.948
3543501;2009;83
3543600;2009;40
3543709;2009;160
3543808;2009;108
3543907;2009;2.360
3544004;2009;408
3544103;2009;613
3544202;2009;144
3544251;2009;286
3544301;2009;131
3544400;2009;35
3544509;2009;26
3544608;2009;75
3544707;2009;23
3544806;2009;74
3544905;2009;122
3545001;2009;220
3545100;2009;59
3545159;2009;87
3545209;2009;1.412
3545308;2009;555
3545407;2009;113
3545506;2009;56
3545605;2009;160
3545704;2009;47
3545803;2009;2.214
3546009;2009;174
3546108;2009;21
3546207;2009;32
3546256;2009;24
3546306;2009;402
3546405;2009;628
3546504;2009;66
3546603;2009;341
3546702;2009;308
3546801;2009;727
3546900;2009;140
3547007;2009;85
3547106;2009;33
3547205;2009;9
3547304;2009;1.692
3547403;2009;20
3547502;2009;251
3547601;2009;340
3547650;2009;13
3547700;2009;207
3547809;2009;9.078
3547908;2009;66
3548005;2009;320
3548054;2009;63
3548104;2009;62
3548203;2009;100
3548302;2009;34
3548401;2009;65
3548500;2009;4.919
3548609;2009;117
3548708;2009;11.119
3548807;2009;1.774
3548906;2009;2.862
3549003;2009;28
3549102;2009;901
3549201;2009;27
3549250;2009;18
3549300;2009;23
3549409;2009;636
3549508;2009;125
3549607;2009;52
3549706;2009;608
3549805;2009;5.206
3549904;2009;9.144
3549953;2009;197
3550001;2009;99
3550100;2009;522
3550209;2009;444
3550308;2009;173.807
3550407;2009;363
3550506;2009;91
3550605;2009;1.007
3550704;2009;1.217
3550803;2009;160
3550902;2009;164
3551009;2009;5.087
3551108;2009;103
3551207;2009;46
3551306;2009;33
3551405;2009;119
3551504;2009;669
3551603;2009;307
3551702;2009;1.625
3551801;2009;222
3551900;2009;204
3552007;2009;67
3552106;2009;424
3552205;2009;7.900
3552304;2009;133
3552403;2009;3.580
3552502;2009;4.087
3552551;2009;38
3552601;2009;111
3552700;2009;208
3552809;2009;4.430
3552908;2009;83
3553005;2009;160
3553104;2009;74
3553203;2009;61
3553302;2009;289
3553401;2009;266
3553500;2009;114
3553609;2009;149
3553658;2009;31
3553708;2009;715
3553807;2009;293
3553856;2009;87
3553906;2009;121
3553955;2009;193
3554003;2009;1.543
3554102;2009;3.931
3554201;2009;67
3554300;2009;333
3554409;2009;123
3554508;2009;492
3554607;2009;29
3554656;2009;23
3554706;2009;106
3554755;2009;19
3554805;2009;468
3554904;2009;64
3554953;2009;75
3555000;2009;769
3555109;2009;116
3555208;2009;16
3555307;2009;12
3555356;2009;72
3555406;2009;1.107
3555505;2009;65
3555604;2009;101
3555703;2009;16
3555802;2009;83
3555901;2009;12
3556008;2009;117
3556107;2009;129
3556206;2009;1.223
3556305;2009;369
3556354;2009;75
3556404;2009;536
3556453;2009;718
3556503;2009;1.678
3556602;2009;148
3556701;2009;895
3556800;2009;228
3556909;2009;89
3556958;2009;13
3557006;2009;1.542
3557105;2009;939
3557154;2009;23
3557204;2009;194
3557303;2009;105
3500000;2008;63
3500105;2008;350
3500204;2008;32
3500303;2008;474
3500402;2008;82
3500501;2008;268
3500550;2008;76
3500600;2008;22
3500709;2008;494
3500758;2008;66
3500808;2008;33
3500907;2008;58
3501004;2008;192
3501103;2008;43
3501152;2008;267
3501202;2008;39
3501301;2008;277
3501400;2008;65
3501509;2008;43
3501608;2008;2.600
3501707;2008;552
3501806;2008;58
3501905;2008;773
3502002;2008;52
3502101;2008;664
3502200;2008;330
3502309;2008;89
3502408;2008;39
3502507;2008;508
3502606;2008;50
3502705;2008;384
3502754;2008;306
3502804;2008;2.220
3502903;2008;326
3503000;2008;57
3503109;2008;74
3503158;2008;40
3503208;2008;2.429
3503307;2008;1.492
3503356;2008;17
3503406;2008;81
3503505;2008;38
3503604;2008;180
3503703;2008;107
3503802;2008;598
3503901;2008;1.226
3503950;2008;18
3504008;2008;1.211
3504107;2008;1.837
3504206;2008;169
3504305;2008;57
3504404;2008;144
3504503;2008;1.141
3504602;2008;154
3504701;2008;18
3504800;2008;79
3504909;2008;139
3505005;2008;38
3505104;2008;88
3505203;2008;386
3505302;2008;408
3505351;2008;79
3505401;2008;108
3505500;2008;1.452
3505609;2008;496
3505708;2008;4.945
3505807;2008;285
3505906;2008;733
3506003;2008;4.465
3506102;2008;887
3506201;2008;48
3506300;2008;148
3506359;2008;917
3506409;2008;73
3506508;2008;1.427
3506607;2008;433
3506706;2008;193
3506805;2008;165
3506904;2008;131
3507001;2008;752
3507100;2008;257
3507159;2008;90
3507209;2008;11
3507308;2008;57
3507407;2008;162
3507456;2008;36
3507506;2008;1.729
3507605;2008;2.028
3507704;2008;60
3507753;2008;26
3507803;2008;250
3507902;2008;306
3508009;2008;339
3508108;2008;200
3508207;2008;43
3508306;2008;54
3508405;2008;701
3508504;2008;1.233
3508603;2008;448
3508702;2008;226
3508801;2008;228
3508900;2008;40
3509007;2008;1.334
3509106;2008;46
3509205;2008;1.157
3509254;2008;511
3509304;2008;104
3509403;2008;366
3509452;2008;56
3509502;2008;14.547
3509601;2008;1.210
3509700;2008;813
3509809;2008;59
3509908;2008;195
3509957;2008;83
3510005;2008;378
3510104;2008;31
3510153;2008;80
3510203;2008;643
3510302;2008;291
3510401;2008;729
3510500;2008;1.474
3510609;2008;6.591
3510708;2008;141
3510807;2008;346
3510906;2008;24
3511003;2008;259
3511102;2008;1.369
3511201;2008;108
3511300;2008;97
3511409;2008;225
3511508;2008;472
3511607;2008;207
3511706;2008;215
3511904;2008;121
3512001;2008;228
3512100;2008;97
3512209;2008;384
3512308;2008;271
3512407;2008;268
3512506;2008;63
3512605;2008;57
3512704;2008;43
3512803;2008;856
3512902;2008;78
3513009;2008;3.329
3513108;2008;414
3513207;2008;115
3513306;2008;22
3513405;2008;1.148
3513504;2008;1.994
3513603;2008;259
3513702;2008;410
3513801;2008;6.769
3513850;2008;11
3513900;2008;127
3514007;2008;127
3514106;2008;411
3514205;2008;24
3514304;2008;92
3514403;2008;508
3514502;2008;151
3514601;2008;93
3514700;2008;86
3514809;2008;239
3514908;2008;172
3514924;2008;43
3514957;2008;27
3515004;2008;4.455
3515103;2008;945
3515129;2008;24
3515152;2008;220
3515186;2008;450
3515194;2008;60
3515202;2008;83
3515301;2008;44
3515350;2008;126
3515400;2008;224
3515509;2008;695
3515608;2008;58
3515657;2008;16
3515707;2008;2.847
3515806;2008;23
3515905;2008;18
3516002;2008;156
3516101;2008;46
3516200;2008;4.666
3516309;2008;2.746
3516408;2008;1.965
3516507;2008;35
3516606;2008;71
3516705;2008;552
3516804;2008;70
3516853;2008;72
3516903;2008;120
3517000;2008;138
3517109;2008;50
3517208;2008;157
3517307;2008;89
3517406;2008;511
3517505;2008;211
3517604;2008;260
3517703;2008;319
3517802;2008;78
3517901;2008;157
3518008;2008;13
3518107;2008;90
3518206;2008;353
3518305;2008;422
3518404;2008;1.546
3518503;2008;153
3518602;2008;573
3518701;2008;4.825
3518800;2008;20.679
3518859;2008;100
3518909;2008;59
3519006;2008;107
3519055;2008;178
3519071;2008;2.577
3519105;2008;141
3519204;2008;75
3519253;2008;70
3519303;2008;435
3519402;2008;128
3519501;2008;98
3519600;2008;663
3519709;2008;1.135
3519808;2008;121
3519907;2008;88
3520004;2008;330
3520103;2008;419
3520202;2008;133
3520301;2008;397
3520400;2008;507
3520426;2008;130
3520442;2008;287
3520509;2008;2.640
3520608;2008;56
3520707;2008;45
3520806;2008;36
3520905;2008;194
3521002;2008;334
3521101;2008;79
3521150;2008;65
3521200;2008;67
3521309;2008;198
3521408;2008;288
3521507;2008;87
3521606;2008;57
3521705;2008;245
3521804;2008;369
3521903;2008;130
3522000;2008;20
3522109;2008;1.368
3522158;2008;36
3522208;2008;2.783
3522307;2008;2.171
3522406;2008;1.473
3522505;2008;3.682
3522604;2008;737
3522653;2008;66
3522703;2008;420
3522802;2008;226
3522901;2008;144
3523008;2008;50
3523107;2008;5.380
3523206;2008;746
3523305;2008;198
3523404;2008;1.270
3523503;2008;310
3523602;2008;176
3523701;2008;71
3523800;2008;94
3523909;2008;2.292
3524006;2008;631
3524105;2008;439
3524204;2008;100
3524303;2008;858
3524402;2008;3.066
3524501;2008;70
3524600;2008;265
3524709;2008;596
3524808;2008;568
3524907;2008;43
3525003;2008;1.713
3525102;2008;528
3525201;2008;326
3525300;2008;1.652
3525409;2008;39
3525508;2008;160
3525607;2008;63
3525706;2008;390
3525805;2008;59
3525854;2008;23
3525904;2008;5.080
3526001;2008;216
3526100;2008;274
3526209;2008;421
3526308;2008;56
3526407;2008;334
3526506;2008;46
3526605;2008;94
3526704;2008;1.352
3526803;2008;879
3526902;2008;3.515
3527009;2008;84
3527108;2008;931
3527207;2008;1.166
3527256;2008;25
3527306;2008;640
3527405;2008;237
3527504;2008;29
3527603;2008;140
3527702;2008;66
3527801;2008;58
3527900;2008;35
3528007;2008;251
3528106;2008;89
3528205;2008;29
3528304;2008;51
3528403;2008;756
3528502;2008;1.173
3528601;2008;106
3528700;2008;46
3528809;2008;183
3528858;2008;22
3528908;2008;56
3529005;2008;2.704
3529104;2008;13
3529203;2008;315
3529302;2008;922
3529401;2008;6.070
3529500;2008;40
3529609;2008;35
3529658;2008;25
3529708;2008;304
3529807;2008;157
3529906;2008;382
3530003;2008;23
3530102;2008;308
3530201;2008;195
3530300;2008;649
3530409;2008;57
3530508;2008;849
3530607;2008;6.233
3530706;2008;1.761
3530805;2008;1.097
3530904;2008;44
3531001;2008;25
3531100;2008;686
3531209;2008;90
3531308;2008;496
3531407;2008;259
3531506;2008;228
3531605;2008;39
3531704;2008;46
3531803;2008;730
3531902;2008;464
3532009;2008;181
3532058;2008;53
3532108;2008;27
3532157;2008;39
3532207;2008;68
3532306;2008;60
3532405;2008;200
3532504;2008;62
3532603;2008;107
3532702;2008;68
3532801;2008;57
3532827;2008;136
3532843;2008;12
3532868;2008;22
3532900;2008;139
3533007;2008;247
3533106;2008;22
3533205;2008;32
3533254;2008;76
3533304;2008;58
3533403;2008;612
3533502;2008;522
3533601;2008;67
3533700;2008;56
3533809;2008;32
3533908;2008;629
3534005;2008;57
3534104;2008;68
3534203;2008;96
3534302;2008;558
3534401;2008;10.957
3534500;2008;33
3534609;2008;293
3534708;2008;1.381
3534757;2008;109
3534807;2008;112
3534906;2008;131
3535002;2008;108
3535101;2008;155
3535200;2008;114
3535309;2008;265
3535408;2008;213
3535507;2008;621
3535606;2008;200
3535705;2008;66
3535804;2008;243
3535903;2008;33
3536000;2008;93
3536109;2008;94
3536208;2008;289
3536257;2008;22
3536307;2008;174
3536406;2008;71
3536505;2008;1.191
3536570;2008;18
3536604;2008;123
3536703;2008;588
3536802;2008;68
3536901;2008;18
3537008;2008;242
3537107;2008;513
3537156;2008;26
3537206;2008;132
3537305;2008;786
3537404;2008;394
3537503;2008;99
3537602;2008;1.070
3537701;2008;66
3537800;2008;698
3537909;2008;399
3538006;2008;2.043
3538105;2008;164
3538204;2008;156
3538303;2008;46
3538501;2008;193
3538600;2008;336
3538709;2008;4.992
3538808;2008;336
3538907;2008;250
3539004;2008;129
3539103;2008;231
3539202;2008;300
3539301;2008;871
3539400;2008;126
3539509;2008;563
3539608;2008;72
3539707;2008;42
3539806;2008;1.798
3539905;2008;68
3540002;2008;230
3540101;2008;34
3540200;2008;718
3540259;2008;77
3540309;2008;48
3540408;2008;46
3540507;2008;92
3540606;2008;624
3540705;2008;682
3540754;2008;274
3540804;2008;196
3540853;2008;24
3540903;2008;264
3541000;2008;3.865
3541059;2008;69
3541109;2008;53
3541208;2008;131
3541307;2008;615
3541406;2008;2.638
3541505;2008;435
3541604;2008;508
3541653;2008;37
3541703;2008;185
3541802;2008;36
3541901;2008;158
3542008;2008;73
3542107;2008;121
3542206;2008;373
3542305;2008;37
3542404;2008;212
3542503;2008;58
3542602;2008;818
3542701;2008;112
3542800;2008;50
3542909;2008;185
3543006;2008;291
3543105;2008;61
3543204;2008;55
3543238;2008;25
3543253;2008;106
3543303;2008;1.468
3543402;2008;7.737
3543501;2008;81
3543600;2008;44
3543709;2008;149
3543808;2008;111
3543907;2008;2.314
3544004;2008;435
3544103;2008;588
3544202;2008;146
3544251;2008;249
3544301;2008;127
3544400;2008;44
3544509;2008;24
3544608;2008;70
3544707;2008;29
3544806;2008;65
3544905;2008;147
3545001;2008;299
3545100;2008;50
3545159;2008;81
3545209;2008;1.410
3545308;2008;548
3545407;2008;123
3545506;2008;48
3545605;2008;188
3545704;2008;55
3545803;2008;2.168
3546009;2008;162
3546108;2008;28
3546207;2008;38
3546256;2008;23
3546306;2008;460
3546405;2008;584
3546504;2008;74
3546603;2008;329
3546702;2008;321
3546801;2008;771
3546900;2008;117
3547007;2008;83
3547106;2008;31
3547205;2008;11
3547304;2008;1.611
3547403;2008;21
3547502;2008;285
3547601;2008;317
3547650;2008;12
3547700;2008;262
3547809;2008;8.783
3547908;2008;68
3548005;2008;276
3548054;2008;93
3548104;2008;68
3548203;2008;96
3548302;2008;30
3548401;2008;66
3548500;2008;5.268
3548609;2008;132
3548708;2008;11.396
3548807;2008;1.713
3548906;2008;2.829
3549003;2008;32
3549102;2008;935
3549201;2008;21
3549250;2008;20
3549300;2008;21
3549409;2008;647
3549508;2008;141
3549607;2008;59
3549706;2008;634
3549805;2008;4.904
3549904;2008;9.184
3549953;2008;205
3550001;2008;111
3550100;2008;530
3550209;2008;492
3550308;2008;173.799
3550407;2008;385
3550506;2008;96
3550605;2008;1.016
3550704;2008;1.249
3550803;2008;149
3550902;2008;180
3551009;2008;5.165
3551108;2008;97
3551207;2008;54
3551306;2008;42
3551405;2008;116
3551504;2008;652
3551603;2008;319
3551702;2008;1.541
3551801;2008;236
3551900;2008;216
3552007;2008;75
3552106;2008;413
3552205;2008;8.013
3552304;2008;115
3552403;2008;3.594
3552502;2008;4.255
3552551;2008;53
3552601;2008;152
3552700;2008;189
3552809;2008;4.498
3552908;2008;68
3553005;2008;173
3553104;2008;60
3553203;2008;65
3553302;2008;314
3553401;2008;279
3553500;2008;118
3553609;2008;153
3553658;2008;37
3553708;2008;744
3553807;2008;298
3553856;2008;94
3553906;2008;111
3553955;2008;217
3554003;2008;1.504
3554102;2008;3.812
3554201;2008;61
3554300;2008;279
3554409;2008;125
3554508;2008;528
3554607;2008;24
3554656;2008;26
3554706;2008;107
3554755;2008;25
3554805;2008;473
3554904;2008;49
3554953;2008;49
3555000;2008;746
3555109;2008;94
3555208;2008;12
3555307;2008;18
3555356;2008;77
3555406;2008;1.159
3555505;2008;52
3555604;2008;106
3555703;2008;24
3555802;2008;96
3555901;2008;13
3556008;2008;116
3556107;2008;113
3556206;2008;1.292
3556305;2008;293
3556354;2008;95
3556404;2008;558
3556453;2008;736
3556503;2008;1.672
3556602;2008;116
3556701;2008;848
3556800;2008;246
3556909;2008;76
3556958;2008;22
3557006;2008;1.568
3557105;2008;900
3557154;2008;27
3557204;2008;168
3557303;2008;125
3500000;2007;204
3500105;2007;364
3500204;2007;33
3500303;2007;481
3500402;2007;92
3500501;2007;250
3500550;2007;90
3500600;2007;27
3500709;2007;502
3500758;2007;47
3500808;2007;32
3500907;2007;57
3501004;2007;192
3501103;2007;45
3501152;2007;266
3501202;2007;37
3501301;2007;302
3501400;2007;57
3501509;2007;34
3501608;2007;2.529
3501707;2007;530
3501806;2007;52
3501905;2007;691
3502002;2007;57
3502101;2007;630
3502200;2007;328
3502309;2007;71
3502408;2007;35
3502507;2007;477
3502606;2007;49
3502705;2007;382
3502754;2007;316
3502804;2007;2.071
3502903;2007;385
3503000;2007;54
3503109;2007;73
3503158;2007;36
3503208;2007;2.370
3503307;2007;1.470
3503356;2007;29
3503406;2007;84
3503505;2007;62
3503604;2007;175
3503703;2007;116
3503802;2007;590
3503901;2007;1.252
3503950;2007;12
3504008;2007;1.208
